,State,Account length,Area code,International plan,Voice mail plan,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
1725,33,106,408,217,1674,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1,1
2388,31,120,415,2116,659,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,0
1277,60,80,415,2116,1674,161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,1,0
1748,51,97,408,2116,659,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,0
3301,36,110,415,2116,1674,227.7,88,38.71,170.0,96,14.45,128.7,57,5.79,11.7,5,3.16,1,0
124,39,166,408,217,659,128.2,138,21.79,274.5,113,23.33,298.9,130,13.45,8.8,7,2.38,2,0
2846,37,101,415,2116,1674,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,0
2068,63,115,510,217,1674,122.0,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,1
2703,37,109,510,2116,1674,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,9.9,9,2.67,3,0
3157,44,93,415,2116,1674,173.0,131,29.41,190.4,108,16.18,290.0,66,13.05,10.4,2,2.81,0,0
2866,51,122,415,2116,1674,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2,0
2224,45,94,415,2116,1674,108.0,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,0
270,39,90,415,2116,1674,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,0
2121,31,1,408,2116,659,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1,0
158,40,151,415,2116,659,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,0
538,52,120,415,2116,1674,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,0
322,52,70,408,2116,1674,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,0
2562,57,118,408,2116,1674,154.8,71,26.32,244.0,73,20.74,159.6,81,7.18,12.8,4,3.46,0,0
206,52,116,415,2116,1674,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,0
1319,34,138,510,217,1674,169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,1,0
885,44,118,408,217,1674,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,0
1506,51,124,510,2116,1674,193.0,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,0
2752,44,129,510,2116,659,177.3,95,30.14,211.8,102,18.0,240.2,108,10.81,9.3,7,2.51,3,0
1859,63,116,408,2116,1674,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12.0,6,3.24,1,0
2078,34,85,415,2116,659,144.6,97,24.58,140.0,102,11.9,165.4,148,7.44,10.9,3,2.94,1,0
1075,52,118,415,2116,659,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,1
1413,51,56,408,2116,1674,91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,2,0
1036,41,11,415,2116,659,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6.0,3,1.62,3,0
3326,51,78,408,2116,1674,193.4,99,32.88,116.9,88,9.94,243.3,109,10.95,9.3,4,2.51,2,0
815,60,67,408,2116,659,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,0
84,56,79,510,2116,659,264.3,79,44.93,202.8,118,17.24,173.4,92,7.8,6.3,3,1.7,4,0
1692,51,82,415,2116,1674,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,1
2617,47,59,510,2116,1674,195.0,58,33.15,198.5,88,16.87,304.3,110,13.69,14.8,9,4.0,0,0
598,40,103,415,2116,659,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,0
68,52,77,408,2116,1674,230.0,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,0
117,33,82,408,2116,1674,125.7,96,21.37,207.6,137,17.65,183.1,103,8.24,12.9,2,3.48,1,0
1924,39,86,510,2116,1674,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1,0
1614,52,100,415,2116,659,215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1,0
1315,55,134,415,2116,1674,178.0,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,0
2989,37,135,415,2116,1674,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,0
1066,55,144,415,2116,1674,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,0
1870,50,134,408,2116,1674,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,0
1357,39,103,415,2116,1674,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,0
2143,36,94,408,217,1674,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,0
282,56,193,415,2116,1674,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,1
2800,37,155,408,2116,659,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,0
2739,60,97,415,2116,1674,146.0,121,24.82,203.0,141,17.26,151.8,120,6.83,13.3,2,3.59,1,0
2836,34,138,408,217,1674,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,0
2421,37,138,510,2116,1674,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,0
1322,40,121,408,217,1674,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,1
2435,33,97,510,217,1674,145.0,103,24.65,294.3,93,25.02,239.8,120,10.79,11.0,2,2.97,4,1
2328,33,65,415,2116,659,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,0
2365,50,43,415,2116,1674,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,0
2961,50,156,510,2116,1674,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,0
2490,39,126,415,2116,659,278.0,88,47.26,253.2,65,21.52,223.2,114,10.04,8.7,4,2.35,0,0
549,60,81,415,2116,1674,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,1
1503,75,86,415,2116,659,123.0,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,0
1515,63,75,415,2116,1674,143.2,92,24.34,209.1,142,17.77,173.0,96,7.79,11.9,9,3.21,1,0
1746,33,96,510,2116,1674,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,0
1442,60,161,415,2116,1674,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0,0
2774,43,147,408,217,659,157.5,109,26.78,189.6,67,16.12,227.0,76,10.22,11.1,2,3.0,3,1
2630,44,101,415,2116,659,238.0,88,40.46,209.6,84,17.82,233.0,95,10.49,10.0,5,2.7,2,0
2625,47,97,415,2116,659,117.6,97,19.99,196.3,126,16.69,157.4,113,7.08,6.4,3,1.73,1,0
914,63,62,415,2116,1674,248.7,109,42.28,220.0,118,18.7,265.7,78,11.96,13.2,2,3.56,1,1
57,50,199,415,2116,659,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,0
3071,39,76,415,2116,1674,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,0
3078,57,133,408,2116,659,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,0
3042,51,55,415,2116,659,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,0
1188,51,87,415,2116,659,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,3,0
1605,44,149,415,2116,1674,156.0,56,26.52,56.0,116,4.76,163.3,104,7.35,8.9,8,2.4,0,0
1096,37,125,415,2116,659,201.3,117,34.22,42.2,78,3.59,125.7,104,5.66,5.4,3,1.46,1,0
65,52,64,408,217,1674,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,1
1798,52,122,415,2116,1674,136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,0,0
835,39,157,415,2116,1674,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0
111,60,157,415,2116,1674,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,11.5,2,3.11,2,0
1809,50,101,415,2116,659,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,0
1001,60,25,408,2116,1674,178.8,90,30.4,141.2,72,12.0,203.0,99,9.14,8.4,5,2.27,2,0
2163,56,224,510,2116,1674,111.4,133,18.94,175.0,66,14.88,217.2,106,9.77,5.5,6,1.49,3,0
1726,38,111,408,2116,1674,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,0
1944,45,141,415,2116,1674,160.1,87,27.22,256.7,120,21.82,270.0,107,12.15,7.0,1,1.89,2,0
1741,50,115,415,2116,1674,245.0,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,1
1685,37,98,415,2116,659,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,4,3.48,2,0
276,51,51,415,2116,1674,229.7,129,39.05,336.0,104,28.56,192.8,128,8.68,9.6,1,2.59,1,1
1451,42,178,408,2116,1674,275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,1,0
1121,50,108,510,2116,1674,293.0,88,49.81,160.6,101,13.65,143.9,87,6.48,10.0,6,2.7,2,0
2122,55,70,415,2116,1674,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,0
427,45,105,415,2116,1674,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,0
2193,40,39,408,2116,1674,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,0
2032,75,50,510,2116,1674,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11.0,5,2.97,1,0
122,33,91,510,2116,1674,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,7,3.13,3,0
2882,53,147,408,2116,1674,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,1
478,52,189,415,2116,1674,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,0
2716,33,141,510,2116,1674,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0,0
1259,40,22,510,2116,659,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,0
2864,33,92,415,217,1674,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0,0
2387,51,96,408,2116,1674,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,0
2306,51,127,510,2116,659,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,0
103,47,95,415,2116,659,40.9,126,6.95,133.4,90,11.34,264.2,91,11.89,11.9,7,3.21,0,0
2667,57,80,415,2116,1674,197.5,114,33.58,206.9,119,17.59,163.6,109,7.36,11.3,4,3.05,1,0
3106,53,176,408,2116,1674,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9.0,2,2.43,1,0
213,41,148,415,2116,659,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,0
625,39,123,408,2116,1674,224.0,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,0
601,39,64,415,217,1674,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,0
1675,45,109,415,2116,659,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9.0,3,2.43,4,0
326,50,30,408,2116,1674,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,0
3029,37,44,408,2116,1674,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0,1
1106,39,111,415,2116,1674,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,1
2861,37,101,415,2116,659,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2,0
1875,56,42,415,2116,1674,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1,0
1392,50,179,510,2116,1674,287.3,123,48.84,288.0,114,24.48,266.0,112,11.97,10.5,4,2.84,0,1
2136,40,86,408,2116,1674,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,0
481,50,141,415,2116,659,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,0
989,36,98,415,2116,659,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,0
1253,39,119,415,2116,659,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,0
778,55,91,510,217,1674,129.9,112,22.08,173.3,83,14.73,247.2,130,11.12,11.2,3,3.02,3,0
736,40,55,408,2116,659,165.6,123,28.15,136.1,95,11.57,175.7,90,7.91,11.0,2,2.97,3,0
1156,60,151,510,2116,1674,156.4,108,26.59,233.4,118,19.84,195.7,141,8.81,7.7,6,2.08,4,0
1999,52,64,408,2116,1674,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,0
2878,75,145,408,2116,659,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,0
338,36,99,408,2116,1674,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,0
3108,63,57,415,2116,1674,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,1
3063,60,89,415,2116,659,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,0
432,60,78,510,2116,1674,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,0
1826,51,75,510,2116,659,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,0
1273,47,106,415,2116,1674,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11.0,3,2.97,1,0
2935,39,146,510,2116,1674,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,0
1330,52,111,408,2116,1674,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9.0,6,2.43,3,0
1062,40,92,415,217,1674,130.7,113,22.22,260.6,122,22.15,244.2,98,10.99,9.4,2,2.54,2,1
2665,56,116,510,217,659,162.3,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16,3,1
1587,42,143,408,2116,1674,155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1,0
1123,43,51,510,2116,1674,181.5,108,30.86,196.9,87,16.74,187.2,119,8.42,10.3,2,2.78,1,0
2477,52,75,510,2116,1674,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,0
2108,51,123,408,2116,659,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1,0
774,44,90,415,2116,1674,145.5,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3,0
3080,60,91,510,2116,1674,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1,0
2173,50,132,408,2116,1674,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,0
1481,50,70,415,2116,1674,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0.0,0,0.0,1,0
1571,37,119,408,2116,659,217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,0,0
1889,37,117,408,2116,1674,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,0
3281,56,82,415,2116,1674,266.9,83,45.37,229.7,74,19.52,251.7,99,11.33,11.0,6,2.97,3,1
3096,51,37,415,2116,1674,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3,0
509,44,147,415,2116,659,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,0
2692,60,86,510,2116,1674,70.7,125,12.02,211.0,113,17.94,174.6,107,7.86,0.0,0,0.0,2,0
2973,39,97,408,2116,659,90.0,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,1
98,40,75,408,217,1674,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,1
1502,39,50,408,2116,1674,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1,0
92,51,139,415,2116,659,214.6,101,36.48,235.1,132,19.98,162.8,132,7.33,14.8,12,4.0,0,0
94,44,102,510,217,1674,233.8,103,39.75,221.6,131,18.84,146.9,106,6.61,12.8,3,3.46,0,0
2426,38,88,408,2116,659,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,0
892,55,131,415,2116,659,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,0
488,38,53,415,2116,1674,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,0
1500,60,98,415,217,1674,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,0
753,45,95,408,2116,1674,238.1,65,40.48,187.2,98,15.91,190.0,115,8.55,11.8,4,3.19,4,0
2862,75,51,408,2116,1674,169.3,111,28.78,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0,0
129,43,88,415,2116,1674,161.5,92,27.46,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2,0
894,39,48,415,2116,659,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,0
905,37,36,415,2116,1674,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,0
985,75,43,415,2116,1674,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3.0,1,0
1978,56,84,510,2116,659,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,0
1950,39,149,415,2116,1674,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,1
472,36,129,408,2116,1674,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,0
1476,38,154,510,2116,1674,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,0
1311,53,243,510,2116,1674,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2,0
1621,43,94,408,2116,1674,174.0,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,0
83,51,70,510,2116,1674,59.5,103,10.12,257.2,106,21.86,208.3,86,9.37,11.1,6,3.0,0,0
2238,40,125,415,2116,1674,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,0
1102,63,152,415,217,659,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,1
250,52,109,408,2116,1674,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,10.9,5,2.94,1,0
1305,43,171,510,2116,659,186.9,94,31.77,240.0,138,20.4,200.9,64,9.04,5.8,3,1.57,1,0
772,51,92,408,2116,1674,91.7,90,15.59,193.7,123,16.46,175.0,86,7.88,9.2,4,2.48,2,0
1478,39,146,510,217,1674,133.0,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,0
1279,43,135,510,217,659,127.7,54,21.71,215.0,105,18.28,234.3,84,10.54,5.8,4,1.57,2,0
31,45,25,415,2116,1674,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,0
773,44,131,408,2116,659,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3,0
1232,50,100,415,2116,659,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,2,2.0,0,0
3077,50,110,415,2116,1674,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,0
2530,45,56,408,2116,1674,146.1,57,24.84,196.2,97,16.68,310.1,110,13.95,9.2,3,2.48,0,0
1469,43,182,415,2116,1674,104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8.0,5,2.16,2,0
880,34,151,408,2116,1674,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,0
1389,37,118,415,2116,1674,267.8,145,45.53,316.4,121,26.89,208.6,91,9.39,14.4,11,3.89,5,1
1635,40,105,408,2116,1674,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,1
487,51,169,408,2116,1674,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,0
230,44,93,415,2116,1674,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,0
1552,47,111,408,2116,1674,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,0
2412,43,160,510,2116,1674,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,0
1024,37,135,510,2116,659,273.4,141,46.48,154.0,99,13.09,245.8,112,11.06,12.3,6,3.32,1,0
3155,43,93,415,2116,1674,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,0
504,47,101,415,2116,1674,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,0
858,37,100,415,2116,1674,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,0
1234,51,78,510,2116,1674,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14.0,11,3.78,3,0
1925,40,78,415,2116,659,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0,0
682,57,76,510,2116,659,189.7,66,32.25,212.8,65,18.09,165.7,108,7.46,10.0,5,2.7,1,0
3184,50,147,415,2116,1674,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,0
2990,60,134,415,2116,659,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3.0,2,0
1154,51,28,415,2116,1674,187.8,94,31.93,248.6,86,21.13,208.8,124,9.4,10.6,5,2.86,0,0
1877,31,36,510,2116,1674,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9.0,2,2.43,0,0
340,50,95,415,2116,659,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,0
871,50,51,510,2116,1674,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,0
29,55,32,510,2116,1674,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,0
2147,53,123,408,2116,1674,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,0
217,60,94,510,217,1674,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,0
1929,57,128,415,2116,1674,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,12.7,4,3.43,1,0
2076,40,54,510,2116,659,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,0
2192,47,84,415,2116,1674,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,0
2963,39,95,510,2116,1674,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,0
1336,40,149,408,2116,1674,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,0
195,52,101,415,2116,1674,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,0
3028,41,136,510,2116,1674,204.5,63,34.77,208.8,95,17.75,224.0,119,10.08,9.8,2,2.65,0,0
1990,60,98,408,2116,1674,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,0
2062,36,127,415,2116,659,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,0
1488,25,112,415,2116,1674,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,1
2978,38,125,408,2116,1674,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,0
1602,36,130,415,2116,659,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,0
2610,56,92,415,2116,659,201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,1,1
3179,55,16,415,2116,1674,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,0
1372,45,87,510,2116,1674,110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,1,0
1306,42,58,510,2116,1674,234.8,89,39.92,106.8,131,9.08,178.5,122,8.03,9.9,6,2.67,0,0
2297,51,164,510,2116,659,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,0
2177,41,91,415,2116,659,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,0
1619,44,154,415,2116,1674,191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,3,0
646,37,112,415,2116,1674,166.0,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0,0
1079,43,30,415,2116,659,217.4,74,36.96,213.8,86,18.17,227.2,104,10.22,6.6,3,1.78,0,0
610,50,100,415,2116,659,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3,0
1433,45,122,408,2116,659,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1,1
2467,42,88,415,2116,1674,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,1
3257,39,121,510,2116,1674,255.1,93,43.37,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3,1
2647,38,182,415,2116,1674,279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89,2,1
1208,45,108,510,2116,1674,187.4,101,31.86,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1,0
2810,45,188,415,217,659,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,1
1491,50,161,510,2116,659,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,0
2092,40,93,415,2116,1674,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,0
707,43,142,408,2116,1674,187.0,133,31.79,134.6,74,11.44,242.2,127,10.9,7.4,5,2.0,2,0
2605,40,121,415,2116,1674,179.4,70,30.5,143.0,93,12.16,116.3,113,5.23,11.2,5,3.02,1,0
1134,45,104,415,2116,1674,164.2,109,27.91,155.4,90,13.21,168.9,117,7.6,10.7,8,2.89,1,0
2187,45,113,510,2116,1674,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2,0
1347,50,45,408,2116,1674,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1,0
1429,50,142,415,2116,659,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1,0
1399,44,65,415,2116,1674,111.0,51,18.87,219.8,84,18.68,202.0,89,9.09,4.4,14,1.19,1,0
